Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZM,,2,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,1,,bones,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,2,ears,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,1,,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,4,feet,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,18,10,feet,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,22.5,leather products (large),m2,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,1,leather products (large),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,3,7,leather products (large),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,2,leather products (small),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,2,10,leather products (small),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,153,,skins,m2,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,7,,skins,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,30,,skins,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,4,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,2,skulls,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,1,1,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,2,,tails,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,17,20,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,,1,trophies,,H,
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,1,4,trophies,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,4,16,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,bone carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,4,5,ears,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,7,2,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,21,29,feet,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,feet,,P,O
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,24,6,feet,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,6,,feet,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,463,,hair,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,25,,hair,,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,114,13,hair,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,30,,hair,,T,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,7,7,hair,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,12,,hair products,,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,5,7,hair products,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,64,ivory carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,T,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,845.42,leather products (large),m2,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,5,,leather products (large),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,34,,leather products (large),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,5,leather products (large),,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,10,leather products (small),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,19,,leather products (small),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,leather products (small),,T,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,42,3,leather products (small),,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,skins,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,704,20.04,skin pieces,m2,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,74,64,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,17,3,skin pieces,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,4,2,skin pieces,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,skulls,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,3,1,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,4,1,tails,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,teeth,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,3,,teeth,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,37,34,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,5,2,trophies,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,trophies,,P,
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,15,8,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,tusks,,P,O
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,ZW,3,,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,ZW,8,,feet,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,ZW,4,,leather products (large),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,ZW,4,,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,ZW,2,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,3,,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,1,,ears,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,2,,feet,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,4,,feet,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,2,,leather products (large),,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,1,,skins,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,5,,skin pieces,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ZA,1,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,bone carvings,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,5,,bone carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,bones,,H,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,17,3,bones,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,bones,,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,8,2,bones,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,1,carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,ears,,H,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,45,2,ears,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,36,5,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,17,6,ears,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,,feet,,H,U
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,57,3,feet,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,108,2,feet,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,1,garments,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,1,ivory carvings,sets,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,6,,ivory carvings,,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,70,ivory carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,7,ivory pieces,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,16,8,leather products (large),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,,leather products (large),,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,191,27,leather products (large),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,5,65,leather products (small),,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,leather products (small),,P,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,109,24,leather products (small),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,251,,leather products (small),,T,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,205,leather products (small),,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,4,skins,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,9,5,skins,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2041,6,skins,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,skin pieces,,H,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,105,27,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,107,5,skin pieces,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,616,8,skin pieces,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,11,1,skulls,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,tails,,H,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,12,1,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,15,1,tails,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,teeth,,H,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,teeth,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,teeth,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,214,56,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,10,10,trophies,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,245.4,,tusks,kg,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,79,31,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,10,2,tusks,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,tusks,,T,I
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XV,HK,ZA,,350,leather products (small),,,
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XX,GB,ZW,,6,leather products (small),,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XX,JE,,,1,carvings,,T,O
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,ZA,2,,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,ZA,1,,skulls,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,ZA,2,,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,ZA,15,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,ZA,2,,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,7,,ears,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,11,,feet,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,73,,ivory carvings,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,2,,live,,Q,C
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,72,,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,4,,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,34,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,8,,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,CM,,1,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,DE,XX,32,,carvings,,P,O
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,DE,XX,1,,tusks,,P,O
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MZ,ZA,2,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,NA,,30,30,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,NA,,8,7,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,NA,,2,6,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,TZ,,75,,hair products,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,TZ,,1,,skulls,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,TZ,,2,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZM,ZA,1,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,ZA,1,,skins,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,ZA,772,,skin pieces,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,ZA,6,,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,29,,carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,4,2,ears,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,2,,feet,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,28,ivory carvings,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,9,9,leather products (large),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,3,3,leather products (small),,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,2,,skins,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,47,1146,skins,,T,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,25,,skin pieces,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,12,14,skin pieces,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,70,,specimens,,S,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,2,tails,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,44,15,trophies,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,1,2,trophies,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,26,17,tusks,,H,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,1,9,tusks,,P,W
2009,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZM,ZW,,,4,ivory carvings,,P,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,DE,XX,,1,ivory carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,DE,XX,,1,ivory carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,DE,,1,,ivory pieces,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,FR,XX,,6,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,GB,ZM,,2,tusks,,P,U
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,GB,,2,,ivory pieces,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,GB,,2,,tusks,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,GB,,2,,tusks,,P,U
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,IT,ZA,,50,leather products (small),,T,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,LY,XX,,1,ivory carvings,,T,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,LY,XX,,1,ivory pieces,,T,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,ZA,,3,,live,,B,C
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,ZA,,6,,trophies,,P,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AI,GB,XX,,1,carvings,,E,I
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AI,GB,XX,,1,hair,,E,I
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,GB,XX,,2,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,MZ,,1,1,trophies,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,MZ,,,2,tusks,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,TZ,,1,1,trophies,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,TZ,,,2,tusks,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZW,,1,,trophies,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,XX,3,1,ivory carvings,,E,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,XX,1,1,ivory carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,MZ,,8,,skins,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,MZ,,1,1,trophies,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,RU,ZW,,2,tusks,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,SG,XX,2,,ivory carvings,,E,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,SG,XX,,2,ivory pieces,,Q,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,1,,trophies,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,CH,XX,,2,tusks,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,DE,XX,,3,ivory carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,DE,XX,,2,tusks,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,DK,XX,,1,carvings,kg,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,FR,XX,,1,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,1,carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,1,carvings,,P,U
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,177,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,1,carvings,,T,U
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,1,tusks,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,specimens,,Q,C
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,GB,,5,ivory pieces,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,XX,,10,carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,XX,,10,ivory pieces,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,ZM,,1,feet,,P,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,SG,XX,,247,ivory pieces,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,US,NA,,1,ivory carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,US,XX,,1,hair,,S,I
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,US,XX,,1,ivory carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,US,XX,,52,ivory carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,XX,,52,ivory carvings,,P,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CH,XX,1,,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CH,XX,,3,ivory carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,MC,XX,,1,carvings,,T,O
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,TZ,,,4,ears,,H,W
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,TZ,,,3,skins,,H,W
